user_id,signup_timestamp,source,device_type,country
2342738,12-02-2024,ads,mobile,Australia
4494941,02-02-2024,organic,mobile,India
2031495,12-02-2024,organic,desktop,UK
3347548,13-02-2024,email,mobile,Canada
3113378,16-02-2024,organic,mobile,India
1438809,01-03-2024,social,desktop,India
2455289,01-01-2024,organic,desktop,Germany
3059659,05-01-2024,referral,mobile,India
4477713,13-03-2024,ads,desktop,Germany
4746644,08-02-2024,ads,mobile,UK
4513217,21-01-2024,ads,mobile,Australia
3634423,07-01-2024,ads,desktop,USA
1265353,22-03-2024,organic,mobile,Canada
3506239,11-02-2024,organic,mobile,USA
2890018,14-02-2024,organic,mobile,India
1455605,23-02-2024,ads,mobile,USA
1736810,16-01-2024,referral,desktop,Australia
3105966,11-02-2024,organic,mobile,Germany
4802057,27-01-2024,organic,mobile,India
3348453,15-02-2024,ads,desktop,Canada
4903632,02-02-2024,organic,desktop,India
2301523,10-02-2024,ads,mobile,India
1881985,11-01-2024,ads,mobile,India
1042518,10-02-2024,email,mobile,India
1270504,16-01-2024,social,mobile,India
3990491,07-05-2024,organic,mobile,USA
3197678,21-01-2024,ads,desktop,India
2591077,13-02-2024,referral,mobile,India
3555042,03-03-2024,organic,mobile,India
2598958,12-03-2024,organic,mobile,India
3675973,04-01-2024,organic,mobile,USA
4932175,13-01-2024,email,mobile,India
4641632,19-01-2024,organic,desktop,India
3911279,20-02-2024,ads,mobile,Canada
3008563,25-03-2024,ads,mobile,India
2092743,18-01-2025,organic,mobile,India
1866470,17-01-2024,ads,tablet,UK
2984413,03-03-2024,organic,mobile,Canada
3115478,18-02-2024,ads,mobile,USA
1185577,27-02-2024,organic,desktop,India
1569256,14-03-2024,organic,desktop,UK
4511776,01-01-2024,social,desktop,India
1538734,28-02-2024,organic,mobile,India
1894270,11-05-2024,ads,desktop,Germany
2072914,08-01-2024,organic,mobile,Canada
1484441,16-01-2024,referral,desktop,Australia
2954731,28-01-2024,ads,mobile,UK
4827156,19-01-2024,referral,mobile,India
4208186,14-01-2024,ads,mobile,India
1669906,14-01-2024,ads,mobile,India
3295200,04-02-2024,organic,mobile,India
1482334,01-01-2024,email,mobile,India
1371154,18-05-2024,social,mobile,UK
3224666,25-03-2024,social,desktop,India
2852586,24-02-2024,ads,mobile,India
3619787,25-01-2024,ads,desktop,USA
4125593,11-01-2024,email,mobile,Canada
2796009,27-01-2024,ads,mobile,USA
3577968,16-01-2024,referral,mobile,Germany
1070760,03-04-2024,ads,desktop,UK
1399403,10-03-2024,organic,mobile,India
1259396,08-03-2024,organic,mobile,India
4678200,03-01-2024,organic,desktop,India
4451698,17-03-2024,ads,mobile,Germany
1807025,03-05-2024,email,desktop,Germany
4230393,29-01-2024,email,mobile,USA
2363118,12-01-2024,email,desktop,India
2201096,18-04-2024,organic,mobile,India
3808237,09-02-2024,organic,mobile,Canada
1628599,09-01-2024,organic,tablet,USA
4565735,17-04-2024,organic,desktop,Canada
1545004,24-01-2024,ads,mobile,India
4452620,29-01-2024,organic,desktop,Germany
2125460,22-02-2024,organic,mobile,USA
2802787,05-04-2024,ads,mobile,UK
1679052,16-01-2024,organic,desktop,Australia
4971665,03-02-2024,organic,mobile,USA
4978343,02-02-2024,ads,mobile,USA
4665496,15-04-2024,ads,mobile,India
2671866,07-01-2024,social,desktop,USA
2856555,04-01-2024,organic,mobile,India
4935462,25-03-2024,organic,mobile,India
4229134,18-05-2024,ads,mobile,UK
4182459,23-01-2024,ads,desktop,India
2425041,08-01-2024,ads,mobile,India
2359446,18-01-2024,organic,mobile,Germany
4956409,17-01-2024,organic,tablet,USA
2219511,10-05-2024,referral,mobile,India
2460993,15-01-2024,email,mobile,UK
4837842,25-05-2024,email,desktop,USA
3711410,20-02-2024,ads,mobile,Australia
2824799,09-01-2024,social,mobile,India
1513025,23-01-2024,referral,mobile,USA
2518518,03-01-2024,referral,mobile,India
2671585,14-02-2024,ads,mobile,Australia
3882513,03-04-2024,referral,desktop,Germany
2918051,11-03-2024,ads,desktop,India
3008886,11-01-2024,organic,mobile,Canada
1298254,03-02-2024,ads,mobile,India
2996120,12-01-2024,ads,mobile,India
2886663,03-01-2024,ads,desktop,India
1698726,17-03-2024,organic,mobile,Germany
4326249,06-03-2024,ads,mobile,India
3048826,18-02-2024,email,desktop,India
1496528,18-01-2024,organic,mobile,India
3599654,09-01-2024,ads,mobile,India
3910706,18-03-2024,organic,mobile,India
1662760,25-01-2024,referral,mobile,India
1417220,18-07-2024,ads,mobile,India
3510515,08-01-2024,ads,mobile,India
4549744,11-02-2024,social,desktop,India
1292500,12-01-2024,social,desktop,Australia
2738708,09-02-2024,organic,desktop,India
3409418,23-01-2024,referral,mobile,USA
4636919,19-03-2024,organic,desktop,India
1427697,01-05-2024,email,desktop,USA
2433025,14-03-2024,organic,mobile,India
4675930,01-01-2024,ads,mobile,India
4908695,19-01-2024,referral,mobile,Canada
3521737,01-03-2024,organic,mobile,Germany
3016483,04-01-2024,organic,mobile,India
3892938,04-01-2024,organic,mobile,India
4575019,15-02-2024,organic,desktop,India
1892781,03-01-2024,referral,mobile,India
2573800,16-02-2024,ads,tablet,India
2712390,08-02-2024,ads,mobile,UK
1384350,05-02-2024,ads,desktop,India
3507636,04-04-2024,referral,desktop,India
2344582,27-01-2024,organic,mobile,India
3432365,31-01-2024,organic,mobile,USA
2778774,04-03-2024,ads,desktop,UK
1426092,08-01-2024,ads,tablet,India
2841169,19-03-2024,ads,mobile,India
1014227,17-01-2024,ads,mobile,India
4485279,02-01-2024,referral,tablet,USA
1792993,20-01-2024,organic,mobile,UK
4532798,04-02-2024,organic,mobile,UK
2518489,22-02-2024,ads,mobile,India
3434239,23-01-2024,organic,mobile,UK
3543791,24-01-2024,email,desktop,India
4541676,03-03-2024,organic,mobile,India
2551138,21-01-2024,email,desktop,India
1632469,04-03-2024,organic,mobile,UK
2880086,25-04-2024,organic,mobile,India
1361663,04-03-2024,organic,mobile,USA
2229965,31-01-2024,organic,mobile,India
1482023,23-01-2024,organic,mobile,USA
1329641,19-01-2024,organic,mobile,UK
4809507,13-02-2024,referral,mobile,Germany
3936929,03-01-2024,organic,tablet,USA
3994234,06-03-2024,organic,mobile,USA
1166464,10-02-2024,referral,tablet,India
3940560,31-05-2024,email,mobile,USA
2833793,19-06-2024,referral,mobile,Germany
2985895,19-03-2024,ads,tablet,USA
3339641,25-01-2024,ads,desktop,USA
4860524,29-02-2024,email,mobile,USA
4426737,03-01-2024,ads,desktop,USA
1339151,19-04-2024,organic,mobile,UK
3849091,24-01-2024,ads,desktop,Australia
4161363,07-02-2024,social,tablet,India
3823800,06-01-2024,ads,tablet,USA
1538972,02-01-2024,organic,desktop,USA
2712053,09-03-2024,organic,mobile,India
2340683,24-01-2024,ads,mobile,India
1574492,25-02-2024,social,mobile,India
2169950,01-01-2024,email,mobile,UK
2461539,12-02-2024,referral,mobile,UK
2462833,31-01-2024,ads,mobile,Germany
1473393,10-01-2024,organic,tablet,USA
2416402,09-01-2024,organic,mobile,Canada
1372504,08-02-2024,organic,tablet,USA
3585310,27-03-2024,referral,mobile,India
4399708,05-01-2024,organic,mobile,India
3074117,07-01-2024,referral,mobile,India
4108278,06-01-2024,organic,tablet,India
3579200,03-02-2024,ads,mobile,India
1984474,03-02-2024,organic,mobile,USA
2876180,03-01-2024,email,mobile,UK
3790140,12-01-2024,organic,mobile,India
3013425,28-01-2024,organic,desktop,India
1339265,11-05-2024,organic,mobile,UK
3979202,02-05-2024,referral,mobile,India
1968999,08-02-2024,referral,mobile,India
4017838,08-02-2024,ads,mobile,India
4635405,13-01-2024,organic,mobile,India
3710569,04-01-2024,ads,desktop,India
1905080,20-03-2024,referral,mobile,India
2455781,15-02-2024,email,tablet,USA
3554711,03-03-2024,ads,mobile,USA
4343224,11-02-2024,organic,mobile,Canada
3460826,08-02-2024,ads,tablet,India
1671635,16-03-2024,ads,mobile,India
2079346,26-01-2024,email,mobile,Canada
4062602,25-01-2024,ads,desktop,India
4554505,10-02-2024,email,mobile,Germany
2423424,12-01-2024,organic,mobile,Australia
1933800,22-03-2024,ads,desktop,India
2963192,17-01-2024,ads,mobile,India
3540258,01-01-2024,organic,tablet,India
4651458,05-03-2024,organic,desktop,USA
2479597,10-01-2024,organic,mobile,Germany
1478041,23-01-2024,organic,mobile,India
3077440,24-02-2024,organic,mobile,USA
2101306,27-01-2024,referral,mobile,Canada
4291037,02-01-2024,organic,desktop,India
1162083,04-03-2024,social,mobile,Canada
4423127,19-03-2024,organic,desktop,UK
2822367,01-05-2024,organic,mobile,India
2667173,12-01-2024,ads,tablet,UK
3169976,17-01-2024,ads,tablet,India
2847543,23-02-2024,referral,tablet,USA
1151923,06-04-2024,organic,mobile,UK
3528694,24-01-2024,organic,mobile,India
1715932,15-01-2024,organic,desktop,USA
2817731,14-04-2024,ads,mobile,UK
3414290,24-03-2024,ads,mobile,UK
1838282,16-01-2024,organic,tablet,India
3867560,27-01-2024,ads,desktop,USA
4790954,08-05-2024,ads,mobile,Australia
3819087,20-01-2024,organic,mobile,Germany
2721759,13-05-2024,referral,mobile,Canada
2092733,07-01-2024,email,mobile,India
2434736,01-08-2024,ads,mobile,UK
4055673,06-02-2024,organic,desktop,India
1753905,24-02-2024,organic,mobile,India
2740602,26-03-2024,referral,mobile,India
2616114,23-01-2024,ads,tablet,India
3876700,01-02-2024,ads,mobile,Germany
4903758,15-01-2024,organic,desktop,India
3512827,04-03-2024,ads,desktop,India
1758647,13-01-2024,organic,tablet,India
3683065,04-02-2024,organic,mobile,USA
3928093,29-02-2024,organic,mobile,India
2721121,01-01-2024,organic,tablet,India
1874325,13-03-2024,organic,desktop,India
2119042,06-01-2024,organic,mobile,India
4307781,11-01-2024,organic,mobile,USA
1249723,01-01-2024,ads,desktop,India
4690317,08-01-2024,ads,desktop,Canada
4460528,06-01-2024,email,desktop,USA
1881266,08-03-2024,organic,mobile,Canada
2216348,02-01-2024,organic,mobile,UK
2396604,26-01-2024,referral,tablet,Australia
3273855,21-03-2024,ads,desktop,USA
4026287,07-01-2024,organic,mobile,USA
4457496,09-02-2024,referral,desktop,Canada
4315000,21-02-2024,email,mobile,Germany
3841975,04-01-2024,ads,mobile,Australia
2807749,13-01-2024,organic,mobile,India
2079612,19-02-2024,email,desktop,India
1623012,10-01-2024,ads,desktop,Germany
4882713,10-02-2024,ads,mobile,USA
4649581,05-01-2024,ads,desktop,India
3507774,19-01-2024,social,mobile,India
1649290,20-01-2024,ads,mobile,India
1316795,16-02-2024,email,mobile,Canada
3727444,19-05-2024,organic,desktop,India
3970636,30-01-2024,organic,desktop,USA
2945315,15-01-2024,ads,desktop,UK
1120810,22-02-2024,organic,mobile,India
1200784,08-01-2024,ads,mobile,India
4323808,15-02-2024,email,tablet,India
2692625,23-01-2024,ads,mobile,India
2859194,15-03-2024,social,mobile,India
3333110,15-01-2024,social,mobile,USA
4808808,02-02-2024,organic,mobile,Canada
3399821,28-01-2024,organic,mobile,India
2981182,05-01-2024,referral,desktop,India
3128228,01-01-2024,referral,mobile,USA
2526653,09-06-2024,ads,tablet,India
3933315,12-01-2024,ads,mobile,USA
2038382,07-01-2024,organic,desktop,USA
1833266,02-01-2024,ads,tablet,USA
2357670,09-01-2024,organic,mobile,India
4588096,05-02-2024,organic,mobile,Canada
2727172,21-01-2024,referral,mobile,UK
3233127,08-04-2024,organic,mobile,India
1243787,25-03-2024,organic,mobile,India
2035809,21-01-2024,organic,mobile,USA
3168403,14-01-2024,referral,desktop,India
4800402,03-01-2024,organic,mobile,Germany
2722355,01-01-2024,organic,mobile,India
2350811,06-01-2024,ads,mobile,India
2855323,17-01-2024,organic,mobile,India
2056154,20-01-2024,ads,mobile,Canada
4385173,22-01-2024,organic,mobile,Canada
1948181,29-01-2024,organic,desktop,Australia
2784517,16-01-2024,organic,mobile,India
2506046,03-01-2024,ads,desktop,India
2718428,12-01-2024,email,mobile,India
1602335,09-06-2024,organic,mobile,UK
1855282,02-01-2024,organic,mobile,Australia
3115236,23-02-2024,referral,tablet,UK
3038279,27-02-2024,organic,mobile,USA
4811122,26-01-2024,social,desktop,India
3135070,10-03-2024,organic,mobile,USA
2845115,22-01-2024,organic,desktop,India
4781539,21-01-2024,organic,desktop,USA
2807466,28-01-2024,organic,mobile,India
1867369,22-02-2024,ads,mobile,USA
3417247,13-02-2024,ads,desktop,India
3911933,14-01-2024,email,desktop,India
1563047,01-02-2024,organic,mobile,Germany
2395899,03-02-2024,referral,desktop,UK
4717339,08-01-2024,referral,desktop,India
1195068,04-03-2024,ads,desktop,USA
4689355,02-03-2024,organic,desktop,India
4852786,12-01-2024,organic,desktop,India
2835237,26-03-2024,social,tablet,India
3197987,16-01-2024,ads,desktop,India
1896473,19-02-2024,referral,desktop,UK
4063381,13-01-2024,email,mobile,India
3559840,18-04-2024,organic,desktop,Australia
1305312,11-02-2024,organic,mobile,India
3224902,17-01-2024,social,desktop,India
4920790,21-01-2024,referral,mobile,India
2860795,18-05-2024,referral,mobile,India
2491758,13-01-2024,referral,desktop,Australia
1692038,22-02-2024,email,mobile,India
4464210,29-02-2024,organic,desktop,UK
3037515,18-02-2024,organic,desktop,India
4415108,08-01-2024,organic,mobile,UK
1876002,11-02-2024,organic,desktop,Australia
1964050,14-02-2024,referral,desktop,Canada
1071683,11-01-2024,ads,desktop,India
4271532,11-01-2024,email,mobile,India
4265170,17-03-2024,organic,mobile,India
3366081,30-01-2024,email,mobile,India
4650585,02-01-2024,organic,mobile,India
2846455,08-01-2024,social,mobile,India
3566379,24-03-2024,ads,mobile,Australia
3021593,09-02-2024,organic,tablet,Germany
2607587,27-01-2024,social,tablet,Canada
1912309,17-01-2024,ads,mobile,India
2840149,09-03-2024,organic,mobile,UK
4281034,04-02-2024,ads,mobile,India
1151602,29-03-2024,organic,mobile,UK
2623928,02-01-2024,organic,mobile,India
1764690,04-02-2024,organic,mobile,India
2505264,21-01-2024,ads,mobile,India
2214529,04-04-2024,ads,tablet,Australia
4915874,23-01-2024,ads,mobile,India
1146733,03-02-2024,email,desktop,India
4100091,11-02-2024,organic,desktop,India
1724510,06-02-2024,organic,mobile,Australia
3415577,13-02-2024,organic,mobile,India
3859538,17-01-2024,ads,mobile,India
2935033,15-01-2024,ads,desktop,India
3417383,31-01-2024,ads,desktop,India
1030379,02-04-2024,organic,mobile,India
3881720,28-03-2024,organic,mobile,India
1464416,04-05-2024,organic,desktop,UK
3540540,15-01-2024,organic,mobile,Canada
4540786,02-01-2024,ads,mobile,India
4598344,20-01-2024,organic,mobile,USA
4280284,10-01-2024,organic,mobile,USA
4453185,22-01-2024,organic,mobile,USA
2892219,05-02-2024,email,mobile,Canada
1417271,08-01-2024,email,desktop,India
1322166,03-02-2024,ads,desktop,India
3650664,28-01-2024,ads,mobile,India
2234294,24-02-2024,organic,desktop,India
2495459,12-02-2024,referral,mobile,USA
1980832,16-05-2024,referral,mobile,India
2083599,06-03-2024,ads,desktop,India
4343609,07-01-2024,ads,mobile,India
2390853,25-01-2024,ads,mobile,India
3321137,02-01-2024,ads,desktop,Germany
2514381,31-01-2024,organic,desktop,UK
2601591,05-03-2024,organic,tablet,India
4447996,02-02-2024,organic,mobile,India
4979548,20-02-2024,organic,mobile,USA
4317538,27-01-2024,ads,mobile,India
4588691,08-02-2024,organic,mobile,Germany
3685557,11-06-2024,email,mobile,Germany
4727927,27-01-2024,organic,desktop,India
2138969,29-01-2024,organic,desktop,India
3563188,22-01-2024,organic,mobile,Germany
2069782,20-01-2024,organic,mobile,India
4905095,28-02-2024,organic,mobile,India
2414788,02-03-2024,organic,tablet,India
1413606,23-02-2024,organic,desktop,India
4872614,01-03-2024,organic,mobile,India
3315563,01-01-2024,email,desktop,India
1512093,24-03-2024,organic,mobile,India
3372612,08-04-2024,ads,mobile,USA
1970191,14-01-2024,organic,desktop,Canada
3737485,06-02-2024,ads,mobile,India
1238006,28-01-2024,organic,mobile,UK
4190122,06-01-2024,ads,mobile,UK
2438498,13-03-2024,ads,mobile,India
1849425,10-02-2024,email,mobile,India
2980068,21-06-2024,email,mobile,UK
4410885,23-01-2024,organic,mobile,India
3266540,31-01-2024,organic,mobile,Canada
1158775,24-05-2024,ads,mobile,UK
1279033,18-01-2024,organic,mobile,USA
4246623,08-01-2024,ads,mobile,USA
1985242,11-02-2024,email,mobile,UK
3858426,23-01-2024,organic,mobile,Germany
2022465,04-06-2024,email,mobile,India
4355216,08-02-2024,ads,desktop,India
2737080,10-02-2024,ads,desktop,Germany
1411756,03-01-2025,organic,mobile,Germany
2783300,25-01-2024,ads,tablet,Germany
1772269,14-02-2024,organic,desktop,India
3668008,22-03-2024,email,mobile,India
2644935,14-03-2024,email,mobile,USA
1919661,15-03-2024,organic,mobile,India
4412267,10-03-2024,ads,mobile,India
3172966,10-05-2024,ads,mobile,India
4123364,09-01-2024,ads,mobile,India
2110159,13-01-2024,ads,mobile,India
2026484,07-01-2024,referral,desktop,India
3514207,18-01-2024,organic,mobile,India
2257967,19-01-2024,ads,mobile,USA
2438097,21-01-2024,organic,mobile,India
4916611,31-03-2024,organic,mobile,India
4928290,11-02-2024,ads,mobile,India
2326108,02-02-2024,ads,mobile,India
3231153,05-01-2024,social,mobile,India
3513230,11-01-2024,organic,mobile,India
2732661,11-01-2024,organic,mobile,UK
2854161,01-04-2024,organic,mobile,India
4889492,17-05-2024,referral,mobile,India
3587979,02-01-2024,referral,desktop,India
2224946,18-02-2024,ads,mobile,India
3477954,02-01-2024,organic,tablet,India
3903932,15-01-2024,organic,mobile,Australia
3726917,22-01-2024,ads,mobile,Australia
4794610,16-01-2024,ads,mobile,Canada
4720550,26-06-2024,referral,tablet,UK
2208519,10-03-2024,organic,mobile,India
4620236,24-01-2024,organic,tablet,India
2519700,04-02-2024,email,desktop,India
3607914,23-07-2024,organic,mobile,Australia
1063027,13-03-2024,organic,desktop,UK
4436298,17-01-2024,email,mobile,USA
3766165,27-01-2024,organic,mobile,Canada
1744757,01-01-2024,organic,mobile,India
3972593,08-01-2024,organic,mobile,India
2391637,27-02-2024,organic,mobile,India
3238261,16-03-2024,ads,mobile,India
2451902,03-02-2024,organic,mobile,India
1216085,10-01-2025,referral,desktop,USA
3963573,16-01-2024,organic,desktop,Canada
3733968,09-01-2024,organic,desktop,India
3029474,01-01-2024,organic,mobile,UK
4914596,22-04-2024,ads,desktop,India
4609877,10-01-2024,organic,mobile,India
1970272,10-04-2024,organic,mobile,India
4423567,10-01-2024,ads,mobile,India
3935134,16-05-2024,organic,desktop,USA
3033425,18-02-2024,social,desktop,Germany
4147048,17-03-2024,ads,mobile,India
3984644,23-02-2024,referral,mobile,India
3435844,25-01-2024,organic,desktop,India
1107960,11-03-2024,referral,mobile,India
2703672,13-01-2024,organic,mobile,India
2796267,05-01-2024,organic,desktop,India
1897077,11-03-2024,organic,mobile,USA
3375350,20-01-2024,organic,mobile,Canada
4078649,14-01-2024,ads,desktop,USA
1870701,18-03-2024,organic,mobile,India
3533690,19-02-2024,organic,mobile,India
1394665,02-05-2024,ads,desktop,Canada
4588568,26-04-2024,organic,tablet,India
2323899,03-03-2024,ads,mobile,India
4008689,16-01-2024,ads,mobile,USA
1988607,22-01-2024,ads,mobile,USA
3096917,04-01-2024,organic,mobile,India
4657798,17-01-2024,organic,desktop,India
2594509,25-02-2024,ads,desktop,India
2982091,14-01-2024,organic,tablet,India
2023518,16-03-2024,social,mobile,USA
2525822,20-01-2024,email,mobile,India
2284389,15-01-2024,ads,mobile,India
3448562,10-02-2024,email,mobile,Australia
4727888,07-01-2024,email,desktop,USA
4888216,02-02-2024,organic,mobile,Germany
1968183,28-01-2024,organic,mobile,India
1059237,29-01-2024,organic,mobile,Australia
4201261,25-01-2024,ads,mobile,USA
3546548,04-02-2024,organic,mobile,Germany
1035493,07-01-2024,organic,tablet,India
4260743,06-01-2024,organic,mobile,Germany
1252825,29-01-2024,ads,mobile,India
4363223,27-06-2024,organic,mobile,Canada
3552234,18-01-2024,ads,mobile,India
3505465,15-03-2024,ads,mobile,USA
4272356,24-05-2024,organic,mobile,India
2977044,22-03-2024,ads,mobile,Canada
4821270,19-02-2024,ads,desktop,Australia
4365917,20-02-2024,referral,mobile,India
2988526,17-03-2024,organic,desktop,India
4960596,02-02-2024,organic,mobile,India
2906410,03-01-2024,organic,desktop,India
1178885,24-01-2024,organic,mobile,India
4516882,07-01-2024,ads,mobile,Germany
3440775,10-01-2024,organic,mobile,India
2548352,22-02-2024,organic,mobile,Canada
1216329,19-02-2024,ads,mobile,Canada
1555246,03-01-2024,organic,mobile,Canada
3239110,29-02-2024,organic,mobile,USA
3378803,26-01-2024,organic,mobile,India
1789557,27-02-2024,referral,mobile,India
4643960,22-02-2024,ads,mobile,India
4291920,10-03-2024,organic,desktop,India
2120616,06-03-2024,email,mobile,USA
3575242,19-05-2024,ads,mobile,India
2688866,05-05-2024,organic,mobile,Canada
1624035,20-01-2024,ads,mobile,Germany
3014008,09-02-2024,email,mobile,USA
4765454,20-01-2024,organic,desktop,India
3985649,01-02-2024,ads,mobile,Germany
2248796,22-01-2024,ads,mobile,UK
2361742,22-01-2024,organic,desktop,UK
2734127,18-01-2024,organic,mobile,India
2748543,14-01-2024,referral,desktop,India
1068189,18-02-2024,organic,mobile,USA
1292950,02-01-2024,organic,tablet,UK
2830266,01-01-2024,referral,mobile,USA
1470639,24-02-2024,referral,desktop,USA
2899266,01-02-2024,ads,desktop,UK
2856589,02-02-2024,ads,mobile,USA
2523568,12-01-2024,organic,mobile,Canada
2706535,07-01-2024,ads,mobile,India
2577888,28-01-2024,organic,mobile,USA
4913518,18-01-2024,organic,tablet,Germany
3848382,10-03-2024,organic,desktop,India
3005231,24-03-2024,ads,desktop,Australia
2372175,21-04-2024,ads,desktop,Canada
1832118,03-02-2024,email,desktop,India
1475471,06-01-2024,ads,mobile,India
3725010,04-04-2024,email,mobile,India
2820833,22-01-2024,ads,mobile,USA
1888316,04-04-2024,organic,mobile,India
4980777,18-02-2024,ads,mobile,UK
3049494,12-01-2024,organic,mobile,Germany
3455125,16-02-2024,organic,tablet,Canada
4295986,12-01-2024,organic,mobile,India
1949350,06-01-2024,social,mobile,India
4840706,03-06-2024,social,mobile,India
3553165,21-01-2024,email,desktop,USA
3300533,06-03-2024,social,mobile,India
3852688,11-01-2024,email,desktop,UK
3304175,09-05-2024,organic,tablet,India
3237615,23-01-2024,ads,desktop,USA
3692191,21-03-2024,ads,mobile,India
3694003,17-05-2024,ads,mobile,India
1525612,02-01-2024,organic,desktop,India
1284117,15-01-2024,organic,mobile,Canada
3439701,02-06-2024,referral,mobile,Germany
4954559,06-01-2024,email,mobile,India
1830120,30-01-2024,ads,mobile,India
3716231,20-01-2024,referral,mobile,India
2779686,28-01-2024,ads,desktop,India
3360526,17-01-2024,referral,mobile,USA
3708207,09-01-2024,organic,mobile,India
4348572,30-01-2024,organic,mobile,India
4517556,09-02-2024,organic,mobile,USA
1199281,03-01-2024,organic,desktop,India
4441087,03-03-2024,ads,mobile,Canada
1634715,17-01-2024,referral,mobile,India
4369641,06-02-2024,organic,desktop,India
4634914,05-04-2024,organic,mobile,Canada
2922765,28-01-2024,organic,mobile,UK
4078022,19-02-2024,organic,mobile,India
4996612,13-02-2024,organic,tablet,UK
4079416,27-06-2024,email,mobile,Canada
2586994,18-02-2024,ads,mobile,UK
1347270,21-01-2024,ads,desktop,USA
3442438,18-01-2024,organic,desktop,Australia
4088101,11-01-2024,social,mobile,India
3784374,13-02-2024,referral,desktop,India
3664600,13-02-2024,organic,desktop,USA
2378943,14-01-2024,ads,mobile,USA
4533195,08-01-2024,ads,desktop,UK
1340758,01-01-2024,email,tablet,UK
4991813,01-02-2024,referral,mobile,USA
3391010,04-05-2024,organic,mobile,USA
3344198,12-02-2024,organic,tablet,UK
1858219,10-02-2024,email,mobile,Germany
1292530,25-02-2024,organic,mobile,India
2094966,07-01-2024,ads,desktop,India
3325158,17-02-2024,referral,tablet,Canada
2201584,09-02-2024,organic,desktop,UK
3246742,19-07-2024,organic,desktop,India
4899349,18-01-2024,ads,tablet,USA
2000773,02-05-2024,ads,desktop,India
4903278,18-01-2024,organic,mobile,USA
3349830,11-02-2024,organic,desktop,UK
3548284,23-04-2024,organic,tablet,India
3916505,08-01-2024,organic,mobile,India
4977691,08-04-2024,organic,mobile,India
1324541,28-02-2024,ads,mobile,India
3497469,31-01-2024,organic,desktop,India
2010870,30-01-2024,social,desktop,India
3347789,04-02-2024,organic,mobile,UK
4002192,05-01-2024,ads,mobile,India
1426733,22-01-2024,ads,mobile,USA
4324622,23-02-2024,organic,mobile,UK
3314971,28-02-2024,organic,mobile,USA
2863090,21-01-2024,organic,mobile,India
