event_id,user_id,session_id,event_name,event_timestamp,product_id,revenue,quantity
9664193,4824944,7230274,homepage,2024-06-20 14:08:00,13257,0.0,0
8469301,4718421,3318161,product_view,2024-06-27 00:48:00,13585,0.0,0
9324567,2878072,6425579,checkout,2024-11-23 21:42:00,12956,0.0,0
8568503,1134190,6249422,add_to_cart,2024-03-24 14:18:00,11367,0.0,0
7700230,1988607,4323814,product_view,2024-02-02 23:10:00,14168,0.0,0
6620527,4166198,3357406,add_to_cart,2024-03-14 12:42:00,16069,0.0,0
6704116,2756036,7587032,checkout,2024-12-08 08:01:00,12331,0.0,0
9220339,3032339,6103454,add_to_cart,2024-02-10 21:25:00,10356,0.0,0
9933970,3715078,3520655,checkout,2024-01-30 17:42:00,18053,0.0,0
6980907,1982557,2772489,product_view,2024-07-17 18:20:00,16642,0.0,0
6207969,4875018,5395996,homepage,2024-06-05 04:59:00,16892,0.0,0
6072826,4267659,6190300,homepage,2024-12-01 09:56:00,18649,0.0,0
8770448,1730948,6665195,homepage,2024-07-18 12:34:00,18410,0.0,0
6307053,4173344,2875462,add_to_cart,2024-03-05 18:15:00,13653,0.0,0
6066067,1744351,6100005,product_view,2024-06-21 17:39:00,14078,0.0,0
7528185,4606456,5088468,product_view,2024-03-02 21:29:00,10896,0.0,0
7405317,2771580,5941216,product_view,2024-03-26 20:06:00,11362,0.0,0
9090193,4609856,3992518,homepage,2024-07-16 14:45:00,11969,0.0,0
7698593,4923427,7815610,checkout,2024-02-01 04:38:00,17258,0.0,0
6898499,2331886,5933935,product_view,2024-08-20 22:48:00,15247,0.0,0
7083103,3807063,6550051,product_view,2024-01-11 11:55:00,12707,0.0,0
7127317,4299340,6705255,homepage,2024-08-18 22:49:00,15863,0.0,0
8517532,2944708,4627745,product_view,2024-08-18 10:22:00,16572,0.0,0
6505378,1719814,4857855,homepage,2024-08-07 00:57:00,13497,0.0,0
7577081,1494412,5321503,checkout,2024-03-22 17:48:00,15721,0.0,0
7329385,3787798,6625830,product_view,2024-06-15 17:38:00,10347,0.0,0
8527265,1679713,2045580,homepage,2024-09-20 18:59:00,14311,0.0,0
7111313,2725476,2069236,homepage,2024-03-11 11:43:00,16743,0.0,0
6578957,1232533,3465835,purchase,2024-09-13 03:34:00,14564,268.11,2
9667199,3040010,3347303,add_to_cart,2024-10-06 12:35:00,13310,0.0,0
7668907,3185023,4128216,add_to_cart,2024-04-25 19:27:00,12330,0.0,0
8497492,4606204,4284595,product_view,2024-06-23 03:10:00,10651,0.0,0
9830184,2111480,4348019,product_view,2024-05-19 17:16:00,14420,0.0,0
8547987,3981614,3005354,homepage,2024-05-04 06:56:00,14187,0.0,0
6266654,4925563,4818740,homepage,2024-06-13 09:01:00,19925,0.0,0
6862818,1557693,3737554,homepage,2024-07-22 01:28:00,13768,0.0,0
6987359,4549972,5592097,product_view,2024-09-13 02:44:00,14614,0.0,0
7543311,2208033,7927919,homepage,2024-04-10 17:14:00,16526,0.0,0
7237812,1277444,4646697,product_view,2024-04-12 00:35:00,14471,0.0,0
8842473,3410602,7246899,product_view,2024-04-09 09:09:00,14421,0.0,0
6273275,2696129,5893740,add_to_cart,2024-10-16 07:52:00,11575,0.0,0
6269135,1339151,2431781,purchase,2024-02-13 20:29:00,13074,42.21,1
8973474,2412452,6416831,homepage,2024-06-11 02:51:00,19664,0.0,0
8801498,2433025,7153169,homepage,2024-06-23 18:55:00,10584,0.0,0
8149228,3716471,7648737,product_view,2024-10-02 04:33:00,17953,0.0,0
7317857,3554156,6232096,homepage,2024-09-30 04:37:00,17347,0.0,0
7392659,4766724,4015981,product_view,2024-09-04 16:48:00,16434,0.0,0
6034238,1770570,4861047,product_view,2024-07-22 00:57:00,13514,0.0,0
9270230,3101357,7281415,checkout,2024-05-11 19:43:00,17816,0.0,0
9896648,4162868,3564079,product_view,2024-09-05 11:37:00,13358,0.0,0
9177409,2497078,3395893,homepage,2024-07-21 07:39:00,14862,0.0,0
7274753,2129955,6474941,homepage,2024-09-13 04:18:00,16790,0.0,0
8538134,4093748,4057128,homepage,2024-11-08 21:40:00,10457,0.0,0
6137510,1548305,6859687,homepage,2024-01-04 20:31:00,14003,0.0,0
9220811,1422739,3407984,homepage,2024-11-07 16:52:00,14544,0.0,0
9212549,1273798,2195881,homepage,2024-06-24 23:44:00,13612,0.0,0
7731471,2549159,4225419,add_to_cart,2024-10-26 04:10:00,12842,0.0,0
8907397,2531699,4745624,purchase,2024-12-19 01:47:00,12139,513.17,1
8371328,2464774,4916018,add_to_cart,2024-07-03 15:43:00,13146,0.0,0
9213587,1202604,2606323,purchase,2024-07-04 22:50:00,16155,261.3,1
8988534,3805753,7991901,homepage,2024-08-03 10:46:00,19752,0.0,0
9055471,1692854,6332953,product_view,2024-07-02 07:23:00,18566,0.0,0
7314889,3237615,3595641,add_to_cart,2024-08-17 11:42:00,16975,0.0,0
9920579,1042833,2844563,purchase,2024-04-08 06:10:00,12332,414.34,3
7262119,1791162,5821495,homepage,2024-07-14 02:07:00,12058,0.0,0
8140540,4014969,4241145,product_view,2024-07-31 12:48:00,12790,0.0,0
6228151,4940490,6396139,homepage,2024-09-13 09:03:00,14280,0.0,0
7889646,2313145,6794757,homepage,2024-03-30 19:04:00,19322,0.0,0
6850865,1033394,2443917,product_view,2024-07-11 12:34:00,15338,0.0,0
9978217,3455354,7087780,checkout,2024-02-05 10:06:00,12421,0.0,0
6611239,3101714,3518809,homepage,2024-03-03 09:03:00,18150,0.0,0
9933259,4078268,5158608,product_view,2024-09-14 20:39:00,11145,0.0,0
8711426,3889022,2147860,homepage,2024-06-13 01:52:00,16711,0.0,0
7888017,3630064,5399665,product_view,2024-07-13 01:45:00,10984,0.0,0
7197565,4873105,4762799,homepage,2024-10-27 13:15:00,11123,0.0,0
6178956,1894965,6302963,homepage,2024-06-01 03:40:00,13831,0.0,0
6284417,2413046,2188672,purchase,2024-08-26 19:34:00,18220,343.66,2
8722234,3118095,7421914,product_view,2024-12-27 11:04:00,17579,0.0,0
9903564,1419974,6600366,homepage,2024-05-04 22:04:00,15548,0.0,0
8761758,2821488,2091030,purchase,2024-08-16 09:04:00,13797,331.04,4
7282868,1543761,6067595,homepage,2024-08-12 19:12:00,16995,0.0,0
9891879,2692625,6127523,homepage,2024-10-19 11:44:00,10060,0.0,0
8753262,3918900,7557170,homepage,2024-05-07 23:34:00,16567,0.0,0
8128710,3880807,2826974,add_to_cart,2024-08-21 17:06:00,13906,0.0,0
7659747,4471228,5625036,homepage,2024-10-21 09:23:00,12396,0.0,0
6128887,2356661,5612581,product_view,2024-06-21 01:39:00,18797,0.0,0
9405050,3249806,7835335,homepage,2024-04-03 04:12:00,13890,0.0,0
8054866,3331049,5852408,checkout,2024-01-11 14:36:00,16260,0.0,0
7616340,2671866,7941234,add_to_cart,2024-12-04 16:56:00,14694,0.0,0
8944884,4205346,7052301,checkout,2024-03-08 16:17:00,12874,0.0,0
7770454,2722030,4376710,product_view,2024-09-30 01:27:00,14151,0.0,0
8583779,3753744,2384156,homepage,2024-08-28 18:29:00,11117,0.0,0
7104801,3118572,5022251,homepage,2024-03-13 11:07:00,18185,0.0,0
7583692,2783758,5723663,purchase,2024-07-08 07:32:00,17359,365.19,1
6273735,3102823,5639783,homepage,2024-11-02 01:05:00,14989,0.0,0
9870375,3983664,6997688,homepage,2024-08-25 17:12:00,10228,0.0,0
7931953,1775331,7210573,checkout,2024-11-03 09:51:00,16548,0.0,0
6175899,2605321,6063005,add_to_cart,2024-12-27 19:48:00,12492,0.0,0
8008456,3389006,5575278,purchase,2024-01-08 10:56:00,15103,615.67,1
8839174,3917337,5967779,product_view,2024-07-16 07:46:00,12082,0.0,0
9181015,4441731,6668176,homepage,2024-12-18 02:08:00,10477,0.0,0
9612200,3045582,5348827,homepage,2024-05-09 09:43:00,15633,0.0,0
8548397,4364873,3386933,add_to_cart,2024-03-27 14:12:00,10796,0.0,0
8459507,4068933,2072919,homepage,2024-07-02 14:30:00,19587,0.0,0
6097502,2136332,6966125,purchase,2024-01-23 20:43:00,15334,211.9,1
9761886,4696022,7604879,checkout,2024-01-07 16:57:00,18932,0.0,0
8915149,1502304,6016510,purchase,2024-12-10 05:37:00,13393,408.45,4
9486530,4940420,3492188,checkout,2024-04-11 01:35:00,17760,0.0,0
6761784,2987080,3075636,homepage,2024-05-17 17:54:00,12724,0.0,0
8811959,4629776,5743083,product_view,2024-03-25 18:07:00,15732,0.0,0
7728330,2684434,2455269,homepage,2024-04-09 10:20:00,16297,0.0,0
9379420,4058043,5100162,purchase,2024-09-12 15:57:00,18522,335.1,4
9226725,2098037,2883076,homepage,2024-04-24 09:38:00,17790,0.0,0
6408838,2711542,7505471,add_to_cart,2024-09-27 03:08:00,14144,0.0,0
8495624,1577842,7793522,checkout,2024-02-22 15:06:00,12513,0.0,0
7208676,2001190,7385535,homepage,2024-11-09 18:36:00,13796,0.0,0
9312801,2127494,3989393,product_view,2024-10-12 09:32:00,13461,0.0,0
8806401,3282314,5038013,purchase,2024-04-09 17:46:00,12763,713.33,1
6143000,2618728,3332427,homepage,2024-02-04 21:41:00,10276,0.0,0
8123395,3806264,3222742,product_view,2024-07-19 13:52:00,11157,0.0,0
6646931,3095430,2541900,homepage,2024-08-17 03:47:00,14790,0.0,0
9426403,2759143,4382337,product_view,2024-01-31 19:27:00,14080,0.0,0
6964591,4190767,7248600,checkout,2024-08-09 22:19:00,19311,0.0,0
6108589,3806103,3464444,product_view,2024-08-11 17:39:00,13467,0.0,0
7070010,3483011,5366819,homepage,2024-07-01 05:15:00,19368,0.0,0
7951064,2955505,7145445,purchase,2024-09-09 04:35:00,18920,462.94,3
8322306,1535059,3964181,product_view,2024-04-09 07:13:00,19144,0.0,0
8185254,3717571,2675946,add_to_cart,2024-05-03 01:16:00,12944,0.0,0
9289985,3072219,7443314,product_view,2024-05-05 07:06:00,17713,0.0,0
6160350,1980265,4785528,add_to_cart,2024-02-07 13:46:00,18024,0.0,0
6172832,2832335,2991269,product_view,2024-01-14 00:22:00,18119,0.0,0
7236041,1738248,4096148,product_view,2024-07-30 22:23:00,17286,0.0,0
7031903,4756751,6275624,product_view,2024-06-13 18:40:00,11946,0.0,0
7691872,3625841,3754344,add_to_cart,2024-01-16 01:25:00,16170,0.0,0
9613229,4411311,4051928,product_view,2024-05-06 14:52:00,15660,0.0,0
6400483,4345327,6218557,homepage,2024-12-23 09:56:00,16394,0.0,0
9598253,4331956,2629824,add_to_cart,2024-04-05 10:22:00,10532,0.0,0
6245740,2727172,7445666,purchase,2024-02-27 09:38:00,19445,417.48,2
7803541,2684589,4540054,product_view,2024-12-09 21:56:00,11154,0.0,0
7622502,4001611,6816724,homepage,2024-06-15 07:14:00,19944,0.0,0
8660001,2721992,3866369,homepage,2024-09-20 00:53:00,19628,0.0,0
6076065,3744352,5929117,add_to_cart,2024-07-04 05:13:00,17357,0.0,0
9321040,1097017,7423996,homepage,2024-08-26 07:40:00,11224,0.0,0
8320953,3109392,3710647,product_view,2024-07-31 07:34:00,14503,0.0,0
6557982,4557454,6621030,add_to_cart,2024-09-18 22:36:00,12572,0.0,0
6974813,4692225,3751718,purchase,2024-08-10 13:20:00,11643,755.0,4
8979959,1243787,2137200,homepage,2024-10-13 06:26:00,13207,0.0,0
9463888,1357081,3336221,product_view,2024-07-18 02:37:00,10534,0.0,0
9951711,2406844,6062973,homepage,2024-09-11 01:27:00,10088,0.0,0
9822347,3441151,3076354,homepage,2024-05-26 04:45:00,15233,0.0,0
8320740,2884325,3610620,homepage,2024-08-31 03:38:00,14902,0.0,0
6023231,2129098,4653720,add_to_cart,2024-03-05 04:09:00,16675,0.0,0
7233615,3090770,3054101,product_view,2024-08-23 12:02:00,10211,0.0,0
8037318,3046937,5040466,checkout,2024-10-09 20:58:00,16422,0.0,0
6419912,3255987,6157732,checkout,2024-01-09 15:11:00,19808,0.0,0
7187171,4432625,6870624,checkout,2024-09-23 12:02:00,17193,0.0,0
8635681,1099857,7558035,checkout,2024-05-27 12:22:00,18658,0.0,0
8550682,2292223,6923159,homepage,2024-04-19 13:19:00,15764,0.0,0
9821809,4704570,6483424,product_view,2024-01-25 03:36:00,18573,0.0,0
6599637,2637166,6954748,homepage,2024-09-17 03:14:00,18504,0.0,0
8450154,3152754,5638495,product_view,2024-10-30 22:40:00,16574,0.0,0
7929035,1297117,3396607,add_to_cart,2024-06-15 02:49:00,13919,0.0,0
6262788,3457029,7063584,add_to_cart,2024-12-08 07:01:00,12235,0.0,0
7009699,2009601,5192407,add_to_cart,2024-07-15 06:08:00,12231,0.0,0
8471805,1168226,6491505,product_view,2024-08-02 04:18:00,11093,0.0,0
8827560,4012086,7080496,product_view,2024-08-31 04:47:00,16169,0.0,0
8775496,1570595,3855357,product_view,2024-01-03 05:32:00,15168,0.0,0
9409776,1060842,2897206,homepage,2024-02-14 11:17:00,16932,0.0,0
6243718,4342448,4594812,product_view,2024-01-17 03:21:00,19080,0.0,0
6889722,3809577,5685366,homepage,2024-03-15 07:28:00,10637,0.0,0
6115176,3441301,7959124,homepage,2024-08-22 14:41:00,14260,0.0,0
9906985,2481355,7962626,checkout,2024-04-12 22:34:00,16604,0.0,0
9449911,4205359,2481543,add_to_cart,2024-07-26 02:02:00,13393,0.0,0
9362132,4980474,3732714,homepage,2024-01-29 05:10:00,14861,0.0,0
7381967,2443739,3460803,product_view,2024-02-28 15:44:00,14566,0.0,0
8374464,1262034,5514451,homepage,2024-12-22 03:04:00,18938,0.0,0
8004900,2634500,5604886,product_view,2024-03-09 22:48:00,12994,0.0,0
7241618,2901883,5698511,homepage,2024-01-22 12:15:00,12435,0.0,0
8784209,3578686,7685599,add_to_cart,2024-08-13 07:02:00,18898,0.0,0
8859489,4206377,2989938,homepage,2024-05-02 08:01:00,14486,0.0,0
8722272,3479152,4848931,add_to_cart,2024-08-08 11:39:00,12278,0.0,0
6403596,2652719,6867258,product_view,2024-12-09 04:52:00,19849,0.0,0
9005406,2925320,6344022,homepage,2024-02-15 23:02:00,13111,0.0,0
7927508,2983908,7878346,product_view,2024-01-05 09:57:00,18809,0.0,0
7265939,1464446,3632470,homepage,2024-06-16 22:50:00,18118,0.0,0
6604497,1830182,2724580,product_view,2024-07-24 11:47:00,12341,0.0,0
9925210,3010732,4941634,product_view,2024-04-27 02:04:00,17269,0.0,0
6021044,2012096,5924563,add_to_cart,2024-01-30 18:46:00,10700,0.0,0
9869160,3283263,5563194,homepage,2024-02-03 03:45:00,19190,0.0,0
8862101,1766936,7846242,homepage,2024-05-07 09:49:00,11038,0.0,0
9458819,3490613,3619639,checkout,2024-04-30 04:16:00,14995,0.0,0
6180709,3371574,5147717,product_view,2024-10-12 00:01:00,14840,0.0,0
7118648,2516976,6940910,homepage,2024-11-05 21:52:00,15681,0.0,0
9795209,3705237,6502440,homepage,2024-10-05 08:59:00,18305,0.0,0
7041161,1851707,2613315,homepage,2024-08-03 18:57:00,13786,0.0,0
6874690,1619452,2142291,product_view,2024-07-07 12:39:00,18988,0.0,0
9116336,3661061,3708573,product_view,2024-11-16 04:26:00,16721,0.0,0
6125041,2773577,6488931,homepage,2024-08-01 01:08:00,17060,0.0,0
6033556,3464043,4194507,product_view,2024-11-04 09:52:00,16366,0.0,0
6012819,4837874,2407442,add_to_cart,2024-06-28 10:41:00,18851,0.0,0
9876128,4392418,6512946,homepage,2024-12-19 00:06:00,16177,0.0,0
8104805,4152857,4302418,homepage,2024-06-28 17:17:00,10364,0.0,0
9671317,2991433,5885462,homepage,2024-01-02 22:04:00,14601,0.0,0
8618181,2714088,3685292,homepage,2024-05-30 02:43:00,12969,0.0,0
7704306,2710111,6463648,product_view,2024-07-12 06:16:00,13936,0.0,0
9413397,4191929,2042716,add_to_cart,2024-11-08 11:06:00,12498,0.0,0
7053243,1362872,4268759,add_to_cart,2024-08-15 03:34:00,15441,0.0,0
7975474,1205862,5244191,add_to_cart,2024-11-01 18:13:00,14244,0.0,0
8761239,1819832,4036892,add_to_cart,2024-04-11 13:37:00,12765,0.0,0
8857537,3351133,4909240,homepage,2024-11-21 23:09:00,17348,0.0,0
9361306,3570210,4009146,purchase,2024-02-06 06:32:00,10029,726.96,1
7502353,1701952,6376773,add_to_cart,2024-04-15 12:13:00,19954,0.0,0
7290257,2138969,6971457,product_view,2024-08-06 16:24:00,12929,0.0,0
9306368,3867202,6742469,homepage,2024-05-25 22:18:00,13691,0.0,0
8713108,1828038,5680801,product_view,2024-10-10 18:35:00,19113,0.0,0
9267097,2671613,4874821,add_to_cart,2024-03-24 13:13:00,14306,0.0,0
8630639,1395476,3158803,homepage,2024-01-14 08:53:00,10732,0.0,0
7954493,2872249,4618871,homepage,2024-01-16 21:20:00,15437,0.0,0
7920450,3460846,2865759,purchase,2024-12-10 05:30:00,10675,705.1,2
9187815,1487179,5958281,add_to_cart,2024-04-08 12:28:00,13634,0.0,0
9948280,4426390,7181024,checkout,2024-04-04 03:26:00,10596,0.0,0
8858270,4143698,2677688,add_to_cart,2024-03-10 20:38:00,13840,0.0,0
9332178,4032884,5255401,homepage,2024-02-21 09:13:00,11390,0.0,0
8634456,3814680,3747520,add_to_cart,2024-03-03 02:30:00,11370,0.0,0
7730450,1805652,5542047,homepage,2024-07-03 01:56:00,16833,0.0,0
7571591,2778718,4167618,product_view,2024-05-10 12:19:00,13603,0.0,0
6048572,1776545,4945344,add_to_cart,2024-03-07 08:36:00,18895,0.0,0
6376815,1922514,7393084,homepage,2024-07-29 03:09:00,12370,0.0,0
9434282,2490486,3441942,homepage,2024-11-13 08:52:00,14899,0.0,0
9355268,3740483,2762106,add_to_cart,2024-09-22 18:54:00,13818,0.0,0
8168462,1756906,3404033,add_to_cart,2024-03-02 22:44:00,14541,0.0,0
9962368,4291256,2345894,add_to_cart,2024-09-30 04:07:00,18069,0.0,0
7262993,3499640,6367135,product_view,2024-06-17 09:47:00,10278,0.0,0
8720009,2393234,3711210,homepage,2024-11-22 22:27:00,13153,0.0,0
6278780,4130045,7836115,product_view,2024-06-06 15:00:00,10202,0.0,0
8467783,4101457,5680268,product_view,2024-04-30 00:10:00,14377,0.0,0
8985468,3234848,5509624,purchase,2024-02-17 03:51:00,17154,91.23,3
7192589,3177676,5274800,product_view,2024-11-13 03:26:00,16280,0.0,0
6034125,3508170,2899771,homepage,2024-08-13 13:15:00,18761,0.0,0
8019679,4494968,4591222,homepage,2024-07-02 23:00:00,16100,0.0,0
9267453,1319231,7503150,product_view,2024-04-02 04:30:00,12267,0.0,0
9739120,1883473,3653624,homepage,2024-07-17 00:00:00,15107,0.0,0
8476270,1309217,6502505,add_to_cart,2024-07-31 07:09:00,14580,0.0,0
7946403,3599812,7259521,product_view,2024-05-02 00:08:00,19753,0.0,0
6679384,2703919,7504581,product_view,2024-08-01 04:25:00,10269,0.0,0
7814883,1080424,2806702,add_to_cart,2024-02-12 05:57:00,18179,0.0,0
6799041,3216942,3724936,homepage,2024-10-01 09:06:00,13038,0.0,0
7166834,4767234,7519957,homepage,2024-08-03 05:44:00,10287,0.0,0
8981426,2097304,5363966,homepage,2024-07-18 10:25:00,11173,0.0,0
8968083,3694640,6146494,product_view,2024-02-03 00:48:00,10721,0.0,0
7652038,4445697,7174850,homepage,2024-03-03 19:25:00,17833,0.0,0
9241818,2682329,6086586,purchase,2024-07-20 09:05:00,17295,308.89,1
6100711,1059196,6200348,checkout,2024-10-18 01:49:00,10893,0.0,0
8520244,3731716,5708464,homepage,2024-11-22 23:01:00,14820,0.0,0
6507057,2528399,6666550,product_view,2024-10-05 06:25:00,13912,0.0,0
6469292,2986057,6159737,purchase,2024-06-07 10:37:00,15779,171.05,4
8276852,4410885,5285584,homepage,2024-11-01 18:41:00,10910,0.0,0
8546216,2346912,2837969,product_view,2024-12-04 11:32:00,17206,0.0,0
6562158,2832769,6935594,product_view,2024-01-12 22:43:00,13761,0.0,0
6042361,4591057,7741833,product_view,2024-03-15 10:31:00,17939,0.0,0
7857349,3003619,3749868,product_view,2024-05-25 06:49:00,15313,0.0,0
8870573,2134903,4416734,product_view,2024-08-06 07:14:00,14910,0.0,0
6025536,2908615,4257393,checkout,2024-09-11 01:32:00,13686,0.0,0
6135138,3888198,6276190,homepage,2024-08-04 02:14:00,19962,0.0,0
6277445,3472935,4513448,add_to_cart,2024-03-19 05:48:00,18401,0.0,0
9877902,1490611,6289137,checkout,2024-12-07 01:36:00,19122,0.0,0
7954375,2944935,7657689,homepage,2024-10-08 07:35:00,11840,0.0,0
7538407,4506193,7098663,product_view,2024-02-02 15:19:00,15538,0.0,0
9653034,2639873,6206077,product_view,2024-10-23 06:28:00,13929,0.0,0
7087860,3833023,5905764,product_view,2024-07-24 19:26:00,12390,0.0,0
7112620,3005544,4090938,homepage,2024-08-10 18:15:00,19529,0.0,0
9429075,2883069,4811813,homepage,2024-07-05 02:32:00,15996,0.0,0
9669237,4500627,7422417,product_view,2024-04-20 03:03:00,16655,0.0,0
9516136,1863033,3424458,checkout,2024-08-12 01:27:00,12171,0.0,0
8067524,2727172,4312589,checkout,2024-09-30 10:37:00,18176,0.0,0
9476330,2740321,2294544,purchase,2024-12-25 01:03:00,13178,353.52,4
7669619,3810644,4908441,product_view,2024-04-16 23:02:00,15337,0.0,0
6736370,3555886,3490231,product_view,2024-01-19 05:19:00,17503,0.0,0
8676059,2790462,4127832,product_view,2024-11-25 17:55:00,11196,0.0,0
8804872,2770956,3924838,product_view,2024-02-20 01:43:00,15767,0.0,0
8182139,3269942,2613421,add_to_cart,2024-07-29 16:07:00,14957,0.0,0
9324076,1411451,7626300,homepage,2024-11-11 13:07:00,16282,0.0,0
9839398,2884886,5679729,homepage,2024-06-19 22:35:00,10986,0.0,0
8950300,2963292,7625434,checkout,2024-04-03 21:56:00,12820,0.0,0
8137708,1758647,6135675,homepage,2024-12-02 13:48:00,11374,0.0,0
9921348,1971698,6727181,purchase,2024-08-07 22:27:00,15653,487.97,3
